1.21,2.18,0.1
137.02,33.56,2.58
253.52,92.44,16.81
507.15,179.09,24.4
758.43,258.12,24.08
1004.98,323.02,23.88
1250.66,367.98,23.67
1506.7,395.21,23.59
1683.08,399.85,24.04
