3.29,28.41,0.35
33.62,28.39,2.14
92.49,28.37,4.03
179.71,27.25,21.84
256.79,24.28,40.36
323.84,20.11,56.07
366.61,14.83,69.98
395.58,7.21,83.49
401.4,4.85,96.47
